Transaction_ID,Transaction_Date,Revenue,Expenses,Profit,Category,Department,Manager_Name,Region
1486,2019-11-20,26753.88,13450.57,13303.31,Sales Revenue,Operations,David Green,North America
1487,2023-10-30,21995.66,18578.24,3417.42,Sales Revenue,Operations,Jane Smith,Europe
1488,2021-01-09,640.58,15735.48,-15094.9,Sales Revenue,Sales,David Green,South America
1489,2022-04-18,11333.07,12571.87,-1238.8,Operating Expenses,Marketing,Jane Smith,Europe
1490,2022-08-08,21731.97,17379.84,4352.13,Marketing Expenses,Operations,John Doe,Asia-Pacific
1491,2020-02-25,7520.89,7295.29,225.6,Sales Revenue,Sales,Sarah Brown,South America
1492,2019-11-24,1184.66,4674.2,-3489.54,Sales Revenue,Operations,Sarah Brown,Europe
1493,2022-09-05,21198.78,6449.09,14749.69,Sales Revenue,Marketing,Sarah Brown,South America
1494,2022-04-25,16770.74,13330.26,3440.48,Operating Expenses,Sales,John Doe,Europe
1495,2022-06-09,16282.02,7041.32,9240.7,Operating Expenses,Operations,John Doe,South America
1496,2024-01-01,14702.76,4276.25,10426.51,Operating Expenses,Operations,John Doe,Europe
1497,2023-10-12,17001.05,11148.85,5852.2,Marketing Expenses,Marketing,David Green,North America
1498,2020-11-13,16308.62,12513.48,3795.14,Marketing Expenses,Finance,Sarah Brown,South America
1499,2023-12-24,9710.43,10801.83,-1091.4,Sales Revenue,Finance,Sarah Brown,Europe
1500,2022-12-10,14051.84,15091.37,-1039.53,Sales Revenue,Marketing,David Green,Europe
1501,2024-01-06,26029.86,16123.97,9905.89,Sales Revenue,Marketing,David Green,North America
1502,2019-06-23,17960.4,16237.95,1722.45,Operating Expenses,Operations,Jane Smith,North America
1503,2022-12-15,25816.83,13067.96,12748.87,Sales Revenue,Finance,John Doe,Asia-Pacific
1504,2023-11-17,4810.3,5013.8,-203.5,Sales Revenue,Marketing,Sarah Brown,South America
1505,2022-01-29,15934.12,8986.09,6948.03,Sales Revenue,Marketing,David Green,Asia-Pacific
1506,2019-08-23,13481.53,17883.6,-4402.07,Marketing Expenses,Marketing,John Doe,North America
1507,2019-11-04,24582.56,15520.45,9062.11,Sales Revenue,Sales,David Green,Asia-Pacific
1508,2023-07-22,16248.18,8736.79,7511.39,Operating Expenses,Sales,David Green,North America
1509,2023-01-28,13622.37,11340.06,2282.31,Sales Revenue,Marketing,David Green,North America
1510,2020-10-17,23277.54,5221.97,18055.57,Sales Revenue,Operations,Jane Smith,Europe
1511,2019-05-08,15178.73,14824.76,353.97,Sales Revenue,Marketing,Sarah Brown,North America
1512,2020-08-07,22009.73,11458.56,10551.17,Sales Revenue,Sales,John Doe,North America
1513,2023-11-30,26487.97,10699.35,15788.62,Sales Revenue,Finance,Jane Smith,Asia-Pacific
1514,2019-05-23,18592.04,19203.53,-611.49,Marketing Expenses,Marketing,David Green,Europe
1515,2020-06-01,10922.26,10527.65,394.61,Sales Revenue,Marketing,David Green,Asia-Pacific
1516,2019-10-03,18605.92,12461.36,6144.56,Sales Revenue,Finance,Jane Smith,Europe
1517,2021-08-24,9620.82,13485.9,-3865.08,Sales Revenue,Operations,Sarah Brown,South America
1518,2023-02-09,1900.25,16231.24,-14330.99,Operating Expenses,Finance,David Green,Europe
1519,2023-01-23,29014.89,13695.27,15319.62,Sales Revenue,Operations,Jane Smith,South America
1520,2023-04-18,24571.49,5729.59,18841.9,Marketing Expenses,Marketing,David Green,North America
1521,2019-05-13,5696.08,18107.92,-12411.84,Sales Revenue,Marketing,Jane Smith,Asia-Pacific
1522,2020-09-20,20496.73,10137.44,10359.29,Operating Expenses,Finance,John Doe,North America
1523,2024-01-17,22972.02,6218.92,16753.1,Marketing Expenses,Operations,Jane Smith,Europe
1524,2023-02-28,4623.95,5934.69,-1310.74,Sales Revenue,Marketing,John Doe,Europe
1525,2023-03-04,8493.87,9650.41,-1156.54,Sales Revenue,Sales,David Green,North America
1526,2023-12-24,12294.14,8787.49,3506.65,Operating Expenses,Marketing,Sarah Brown,North America
1527,2019-11-11,9660.72,4829.77,4830.95,Sales Revenue,Marketing,Sarah Brown,North America
1528,2020-07-17,2887.69,17163.77,-14276.08,Sales Revenue,Sales,John Doe,North America
1529,2023-02-12,19766.73,6581.53,13185.2,Marketing Expenses,Sales,John Doe,North America
1530,2023-06-19,1313.32,3525.66,-2212.34,Sales Revenue,Finance,David Green,North America
1531,2022-07-11,28133.99,15529.21,12604.78,Sales Revenue,Finance,Jane Smith,South America
1532,2022-02-15,5359.16,7310.86,-1951.7,Marketing Expenses,Sales,Sarah Brown,South America
1533,2021-10-19,938.21,11338.77,-10400.56,Sales Revenue,Sales,Sarah Brown,North America
1534,2020-04-09,3211.66,6143.2,-2931.54,Sales Revenue,Sales,John Doe,South America
1535,2019-04-17,5748.5,2740.57,3007.93,Sales Revenue,Operations,Jane Smith,Asia-Pacific
1536,2021-02-01,954.51,11220.72,-10266.21,Sales Revenue,Sales,David Green,South America
1537,2024-08-06,19252.55,8054.73,11197.82,Operating Expenses,Sales,Jane Smith,Asia-Pacific
1538,2023-05-05,11657.96,10120.72,1537.24,Operating Expenses,Operations,Jane Smith,North America
1539,2020-04-27,14697.29,9785.1,4912.19,Sales Revenue,Marketing,Sarah Brown,North America
1540,2021-12-08,18719.11,8615.21,10103.9,Marketing Expenses,Sales,Jane Smith,North America
1541,2021-12-02,17709.03,10955.78,6753.25,Sales Revenue,Operations,Jane Smith,South America
1542,2024-01-02,1472.57,6914.35,-5441.78,Sales Revenue,Sales,John Doe,South America
1543,2021-05-28,6621.68,2444.93,4176.75,Sales Revenue,Sales,Sarah Brown,Asia-Pacific
1544,2022-03-15,21535.36,9950.39,11584.97,Sales Revenue,Finance,David Green,North America
1545,2024-07-04,392.58,6781.25,-6388.67,Sales Revenue,Operations,David Green,Asia-Pacific
1546,2021-03-30,27631.06,3365.99,24265.07,Sales Revenue,Marketing,Sarah Brown,Europe
1547,2020-05-17,19672.48,18226.57,1445.91,Sales Revenue,Sales,Jane Smith,Europe
1548,2020-07-09,27852.11,7301.32,20550.79,Operating Expenses,Sales,Sarah Brown,South America
1549,2019-10-31,24962.33,11031.77,13930.56,Marketing Expenses,Operations,Jane Smith,South America
1550,2024-01-26,14041.77,11839.73,2202.04,Sales Revenue,Finance,David Green,Asia-Pacific
1551,2020-12-08,19167.5,3406.86,15760.64,Sales Revenue,Finance,John Doe,South America
1552,2023-12-29,10827.78,6975.65,3852.13,Marketing Expenses,Marketing,Sarah Brown,Europe
1553,2019-12-26,22304.32,6099.35,16204.97,Sales Revenue,Sales,Sarah Brown,Europe
1554,2022-08-02,26712.92,4134.58,22578.34,Sales Revenue,Sales,David Green,North America
1555,2022-11-24,24660.8,8484.26,16176.54,Sales Revenue,Operations,Sarah Brown,South America
1556,2019-09-23,23827.49,11828.47,11999.02,Marketing Expenses,Finance,Jane Smith,Asia-Pacific
1557,2022-04-04,1749.0,8007.64,-6258.64,Marketing Expenses,Sales,Sarah Brown,South America
1558,2022-05-13,18508.0,14151.93,4356.07,Sales Revenue,Finance,John Doe,South America
1559,2020-10-07,15870.62,6500.43,9370.19,Marketing Expenses,Marketing,Sarah Brown,Europe
1560,2020-12-14,22029.01,15413.8,6615.21,Operating Expenses,Operations,David Green,North America
1561,2023-01-20,25033.69,15832.69,9201.0,Sales Revenue,Sales,Sarah Brown,Asia-Pacific
1562,2021-07-07,2338.06,17218.07,-14880.01,Sales Revenue,Sales,Jane Smith,Europe
1563,2020-05-12,6477.0,5431.56,1045.44,Operating Expenses,Operations,Sarah Brown,South America
1564,2021-04-03,15584.56,12872.61,2711.95,Operating Expenses,Operations,Jane Smith,North America
1565,2020-07-22,3036.75,4481.57,-1444.82,Operating Expenses,Finance,Sarah Brown,North America
1566,2021-08-27,6930.54,17389.99,-10459.45,Sales Revenue,Finance,Sarah Brown,North America
1567,2024-07-16,11559.93,14891.34,-3331.41,Sales Revenue,Sales,David Green,Europe
1568,2019-04-18,5793.58,11776.26,-5982.68,Marketing Expenses,Sales,Sarah Brown,Asia-Pacific
1569,2023-01-18,19706.3,6700.44,13005.86,Marketing Expenses,Marketing,David Green,South America
1570,2023-02-20,17100.83,15861.37,1239.46,Sales Revenue,Sales,David Green,South America
1571,2024-03-29,28425.1,7073.21,21351.89,Marketing Expenses,Operations,David Green,South America
1572,2020-06-15,16752.7,8239.38,8513.32,Sales Revenue,Finance,Sarah Brown,Europe
1573,2019-12-20,16744.25,19943.16,-3198.91,Operating Expenses,Finance,Jane Smith,South America
1574,2019-09-27,22383.25,19024.67,3358.58,Sales Revenue,Marketing,David Green,Europe
1575,2022-06-20,22988.5,16793.5,6195.0,Sales Revenue,Sales,Jane Smith,Europe
1576,2023-06-19,17296.91,15640.51,1656.4,Sales Revenue,Operations,Sarah Brown,South America
1577,2024-05-14,20234.78,2214.03,18020.75,Operating Expenses,Marketing,David Green,North America
1578,2023-08-10,21076.51,13773.64,7302.87,Operating Expenses,Finance,John Doe,South America
1579,2023-08-05,12812.25,19806.94,-6994.69,Marketing Expenses,Finance,David Green,Asia-Pacific
1580,2019-10-30,3123.07,19126.8,-16003.73,Sales Revenue,Marketing,Sarah Brown,North America
1581,2020-05-28,23773.85,17578.39,6195.46,Marketing Expenses,Sales,Jane Smith,Europe
1582,2022-07-22,16498.96,6096.41,10402.55,Sales Revenue,Finance,John Doe,North America
1583,2019-10-31,15140.78,15020.05,120.73,Sales Revenue,Marketing,David Green,Asia-Pacific
1584,2024-01-18,19725.96,5777.75,13948.21,Sales Revenue,Marketing,David Green,South America
1585,2024-03-23,16017.01,6207.02,9809.99,Operating Expenses,Sales,David Green,Asia-Pacific
1586,2022-11-12,17997.47,12566.07,5431.4,Sales Revenue,Finance,Sarah Brown,North America
1587,2020-06-09,28005.6,11947.07,16058.53,Sales Revenue,Finance,David Green,Europe
1588,2021-01-15,27074.55,10437.29,16637.26,Sales Revenue,Finance,Sarah Brown,North America
1589,2020-06-12,16502.44,16659.16,-156.72,Sales Revenue,Sales,John Doe,Europe
1590,2023-11-08,29905.51,8131.87,21773.64,Sales Revenue,Finance,John Doe,Europe
1591,2024-08-21,25345.62,3545.77,21799.85,Sales Revenue,Sales,John Doe,South America
1592,2019-08-15,12370.3,17224.43,-4854.13,Sales Revenue,Operations,Sarah Brown,South America
1593,2020-05-23,18997.22,9718.27,9278.95,Marketing Expenses,Marketing,John Doe,South America
1594,2020-09-18,24784.65,18954.74,5829.91,Sales Revenue,Finance,Jane Smith,South America
1595,2022-05-30,9703.53,9518.38,185.15,Sales Revenue,Marketing,Sarah Brown,South America
1596,2020-11-05,7221.68,9896.25,-2674.57,Operating Expenses,Sales,John Doe,South America
1597,2020-10-25,16368.79,17352.99,-984.2,Marketing Expenses,Operations,David Green,Europe
1598,2022-08-14,11251.89,2541.87,8710.02,Operating Expenses,Marketing,John Doe,North America
1599,2021-07-12,16507.16,4501.1,12006.06,Marketing Expenses,Marketing,John Doe,South America
1600,2022-11-18,22337.35,17727.5,4609.85,Marketing Expenses,Sales,Sarah Brown,South America
1601,2022-03-09,10800.26,7500.29,3299.97,Sales Revenue,Sales,Sarah Brown,South America
1602,2019-11-20,13572.1,15280.49,-1708.39,Sales Revenue,Sales,John Doe,Europe
1603,2021-10-23,28794.73,10996.4,17798.33,Sales Revenue,Finance,David Green,Asia-Pacific
1604,2021-03-15,5.87,13859.27,-13853.4,Marketing Expenses,Operations,John Doe,Asia-Pacific
1605,2022-01-29,1039.89,8383.92,-7344.03,Sales Revenue,Sales,David Green,South America
1606,2020-05-27,8534.47,6058.83,2475.64,Sales Revenue,Marketing,John Doe,South America
1607,2022-05-25,489.07,9662.95,-9173.88,Sales Revenue,Sales,John Doe,Europe
1608,2020-01-18,4052.57,15547.27,-11494.7,Sales Revenue,Marketing,David Green,Europe
1609,2024-08-20,26709.74,15731.15,10978.59,Sales Revenue,Marketing,David Green,North America
1610,2020-11-21,197.06,14429.33,-14232.27,Marketing Expenses,Operations,Sarah Brown,North America
1611,2020-09-23,29531.83,7393.47,22138.36,Sales Revenue,Finance,Sarah Brown,North America
1612,2020-12-02,6444.68,12565.19,-6120.51,Sales Revenue,Marketing,John Doe,North America
1613,2022-10-14,9447.14,12216.39,-2769.25,Sales Revenue,Finance,John Doe,North America
1614,2019-06-18,23145.69,2579.76,20565.93,Operating Expenses,Finance,John Doe,Europe
1615,2019-04-27,28300.44,4504.43,23796.01,Sales Revenue,Operations,John Doe,South America
1616,2019-11-29,24670.12,19590.38,5079.74,Sales Revenue,Operations,John Doe,South America
1617,2019-07-06,27573.36,19896.63,7676.73,Sales Revenue,Operations,John Doe,Europe
1618,2021-12-20,15338.14,12227.44,3110.7,Operating Expenses,Sales,John Doe,Asia-Pacific
1619,2021-05-13,17120.05,16384.62,735.43,Sales Revenue,Operations,John Doe,South America
1620,2023-09-03,17148.35,18447.54,-1299.19,Operating Expenses,Sales,Sarah Brown,South America
1621,2019-05-05,2828.61,12329.82,-9501.21,Marketing Expenses,Operations,Jane Smith,North America
1622,2024-08-01,13811.09,9035.95,4775.14,Sales Revenue,Marketing,Jane Smith,Europe
1623,2022-04-01,4683.21,8863.73,-4180.52,Sales Revenue,Sales,John Doe,Europe
1624,2022-05-22,7949.65,19076.47,-11126.82,Sales Revenue,Marketing,John Doe,North America
1625,2024-06-01,26688.76,3146.77,23541.99,Marketing Expenses,Marketing,David Green,North America
1626,2021-09-30,7495.71,8955.81,-1460.1,Operating Expenses,Marketing,Sarah Brown,Asia-Pacific
1627,2023-07-22,7687.32,10546.0,-2858.68,Sales Revenue,Marketing,David Green,South America
1628,2022-05-03,9009.07,7919.14,1089.93,Marketing Expenses,Marketing,David Green,South America
1629,2024-02-01,17114.61,19314.89,-2200.28,Sales Revenue,Marketing,Sarah Brown,Asia-Pacific
1630,2019-10-26,17071.95,13502.06,3569.89,Operating Expenses,Finance,Sarah Brown,South America
1631,2019-09-03,6523.12,7483.62,-960.5,Sales Revenue,Marketing,John Doe,North America
1632,2020-10-09,2316.05,5085.63,-2769.58,Sales Revenue,Sales,Sarah Brown,Europe
1633,2023-12-06,9740.76,14147.94,-4407.18,Sales Revenue,Sales,David Green,Asia-Pacific
1634,2023-08-30,14476.0,5197.45,9278.55,Sales Revenue,Operations,John Doe,South America
1635,2024-06-06,14648.29,16876.55,-2228.26,Sales Revenue,Operations,Jane Smith,Asia-Pacific
1636,2024-03-17,26970.72,12860.55,14110.17,Operating Expenses,Operations,John Doe,South America
1637,2021-04-15,21085.44,2483.09,18602.35,Sales Revenue,Sales,John Doe,North America
1638,2022-10-25,24585.46,5581.98,19003.48,Sales Revenue,Sales,Sarah Brown,Europe
1639,2020-08-11,2860.92,18404.22,-15543.3,Sales Revenue,Marketing,David Green,South America
1640,2022-07-04,19267.64,8946.09,10321.55,Sales Revenue,Sales,Jane Smith,North America
1641,2022-07-31,1121.15,5706.06,-4584.91,Marketing Expenses,Sales,Jane Smith,Europe
1642,2022-11-15,24250.24,7239.9,17010.34,Marketing Expenses,Operations,John Doe,Asia-Pacific
1643,2023-06-22,11446.38,11439.12,7.26,Operating Expenses,Sales,David Green,South America
1644,2020-06-19,23403.66,10183.95,13219.71,Sales Revenue,Operations,Sarah Brown,Asia-Pacific
1645,2023-02-26,27656.14,8635.74,19020.4,Sales Revenue,Operations,David Green,North America
1646,2020-03-10,10031.69,2198.85,7832.84,Sales Revenue,Marketing,David Green,North America
1647,2022-07-31,26393.78,7881.9,18511.88,Sales Revenue,Operations,Jane Smith,Asia-Pacific
1648,2021-09-17,13029.13,18376.62,-5347.49,Sales Revenue,Marketing,David Green,Asia-Pacific
1649,2024-03-25,27907.38,9039.89,18867.49,Sales Revenue,Sales,David Green,South America
1650,2020-05-16,3616.22,19812.71,-16196.49,Sales Revenue,Sales,Sarah Brown,Asia-Pacific
1651,2021-12-31,23111.7,4324.48,18787.22,Operating Expenses,Marketing,John Doe,North America
1652,2024-01-16,22430.36,9531.44,12898.92,Sales Revenue,Finance,Jane Smith,North America
1653,2021-10-12,25484.35,15376.57,10107.78,Operating Expenses,Sales,Jane Smith,North America
1654,2020-07-31,27859.59,9001.87,18857.72,Sales Revenue,Marketing,David Green,South America
1655,2020-02-01,19016.61,18264.58,752.03,Marketing Expenses,Sales,Jane Smith,Europe
1656,2019-07-27,18965.81,5716.63,13249.18,Sales Revenue,Sales,Sarah Brown,Europe
1657,2022-04-03,1623.84,17668.08,-16044.24,Sales Revenue,Finance,John Doe,Europe
1658,2023-04-23,15731.5,7575.63,8155.87,Operating Expenses,Operations,John Doe,Asia-Pacific
1659,2023-09-09,9579.5,16722.13,-7142.63,Sales Revenue,Operations,Sarah Brown,Europe
1660,2021-10-13,16947.39,13966.27,2981.12,Sales Revenue,Finance,David Green,South America
1661,2020-10-16,9804.95,4858.06,4946.89,Sales Revenue,Finance,Jane Smith,Asia-Pacific
1662,2022-09-03,20933.06,12351.64,8581.42,Operating Expenses,Finance,David Green,North America
1663,2022-07-04,4595.92,7585.65,-2989.73,Marketing Expenses,Operations,David Green,North America
1664,2021-02-16,20209.06,5653.51,14555.55,Operating Expenses,Marketing,John Doe,Asia-Pacific
1665,2020-10-14,29921.02,14901.9,15019.12,Sales Revenue,Marketing,David Green,Asia-Pacific
1666,2024-08-02,29131.21,10261.22,18869.99,Sales Revenue,Marketing,Jane Smith,Europe
1667,2024-03-27,22585.21,5630.65,16954.56,Operating Expenses,Sales,Jane Smith,North America
1668,2024-08-04,17257.65,19839.53,-2581.88,Sales Revenue,Sales,Sarah Brown,Europe
1669,2022-06-17,2702.49,10023.17,-7320.68,Sales Revenue,Finance,Jane Smith,Europe
1670,2024-07-30,12958.07,16842.49,-3884.42,Sales Revenue,Operations,David Green,South America
1671,2019-04-05,23591.05,12887.27,10703.78,Marketing Expenses,Sales,Jane Smith,Europe
1672,2020-01-04,4440.37,6443.12,-2002.75,Operating Expenses,Finance,David Green,North America
1673,2023-05-30,10085.05,7920.05,2165.0,Operating Expenses,Marketing,John Doe,North America
1674,2024-02-16,14275.64,12246.12,2029.52,Sales Revenue,Finance,Jane Smith,North America
1675,2021-09-13,22359.45,10837.26,11522.19,Marketing Expenses,Operations,David Green,North America
1676,2021-05-31,16444.57,10328.52,6116.05,Sales Revenue,Finance,Jane Smith,South America
1677,2022-12-16,7876.74,2703.53,5173.21,Sales Revenue,Operations,Jane Smith,Europe
1678,2019-07-19,11955.81,3639.85,8315.96,Sales Revenue,Marketing,John Doe,North America
1679,2019-07-27,13034.73,13633.38,-598.65,Marketing Expenses,Sales,David Green,Asia-Pacific
1680,2022-02-26,20936.12,18540.13,2395.99,Operating Expenses,Operations,Jane Smith,North America
1681,2024-07-20,22860.99,8242.07,14618.92,Operating Expenses,Sales,Jane Smith,Asia-Pacific
1682,2024-04-11,14427.68,17167.51,-2739.83,Sales Revenue,Finance,David Green,North America
1683,2022-03-16,5943.26,16262.24,-10318.98,Marketing Expenses,Marketing,Sarah Brown,North America
1684,2019-02-03,11859.56,9039.63,2819.93,Sales Revenue,Sales,Sarah Brown,Asia-Pacific
1685,2020-03-16,17139.92,16821.73,318.19,Sales Revenue,Marketing,David Green,North America
1686,2023-11-01,16835.03,17297.19,-462.16,Sales Revenue,Finance,David Green,Asia-Pacific
1687,2020-07-02,29912.36,9470.95,20441.41,Sales Revenue,Operations,David Green,South America
1688,2021-12-19,15727.43,5232.41,10495.02,Operating Expenses,Finance,John Doe,Europe
1689,2023-02-07,7269.45,13119.26,-5849.81,Sales Revenue,Marketing,Jane Smith,South America
1690,2023-07-10,7987.71,9777.38,-1789.67,Marketing Expenses,Sales,Jane Smith,North America
1691,2023-02-07,12901.97,8923.97,3978.0,Sales Revenue,Marketing,Jane Smith,North America
1692,2019-07-05,20542.14,13863.44,6678.7,Sales Revenue,Finance,David Green,Asia-Pacific
1693,2023-06-29,17280.55,14573.4,2707.15,Sales Revenue,Sales,David Green,Asia-Pacific
1694,2019-07-29,3375.9,3719.62,-343.72,Sales Revenue,Operations,Jane Smith,Asia-Pacific
1695,2021-03-08,12407.46,14575.61,-2168.15,Marketing Expenses,Marketing,Sarah Brown,North America
1696,2023-01-24,10958.03,2785.96,8172.07,Sales Revenue,Finance,John Doe,North America
1697,2022-03-28,5714.69,17939.75,-12225.06,Sales Revenue,Marketing,Sarah Brown,North America
1698,2019-10-29,10335.75,4842.78,5492.97,Marketing Expenses,Marketing,Jane Smith,South America
1699,2023-05-02,19662.3,17886.0,1776.3,Operating Expenses,Operations,Sarah Brown,North America
1700,2024-08-27,23090.44,11679.28,11411.16,Sales Revenue,Operations,John Doe,Asia-Pacific
1701,2024-01-19,5077.66,13999.82,-8922.16,Sales Revenue,Sales,Jane Smith,Asia-Pacific
1702,2022-02-19,10491.49,3201.39,7290.1,Sales Revenue,Operations,John Doe,Asia-Pacific
1703,2020-05-01,24647.52,15077.68,9569.84,Sales Revenue,Sales,Sarah Brown,Asia-Pacific
1704,2020-06-11,24083.88,18240.22,5843.66,Operating Expenses,Finance,Jane Smith,South America
1705,2020-02-01,18695.46,18357.26,338.2,Sales Revenue,Sales,Sarah Brown,North America
1706,2023-06-02,13213.9,9403.01,3810.89,Marketing Expenses,Marketing,Sarah Brown,South America
1707,2023-03-09,27726.4,15713.49,12012.91,Sales Revenue,Operations,Jane Smith,North America
1708,2022-10-20,7004.69,4182.15,2822.54,Marketing Expenses,Marketing,Jane Smith,North America
1709,2023-02-06,20560.78,8637.18,11923.6,Operating Expenses,Finance,Jane Smith,Europe
1710,2020-08-13,4679.74,15597.14,-10917.4,Sales Revenue,Operations,John Doe,South America
1711,2021-03-26,21854.6,11079.11,10775.49,Marketing Expenses,Operations,John Doe,South America
1712,2023-07-03,2574.43,16031.19,-13456.76,Sales Revenue,Finance,Jane Smith,North America
1713,2024-08-10,22187.45,9381.73,12805.72,Sales Revenue,Marketing,Sarah Brown,South America
1714,2019-06-14,7291.45,4967.1,2324.35,Sales Revenue,Operations,David Green,Europe
1715,2019-07-05,18630.07,5732.7,12897.37,Sales Revenue,Operations,Sarah Brown,North America
1716,2019-06-09,4430.31,2803.43,1626.88,Sales Revenue,Finance,Jane Smith,South America
1717,2020-07-15,24973.34,2480.92,22492.42,Sales Revenue,Operations,David Green,South America
1718,2022-09-26,8630.55,13499.6,-4869.05,Sales Revenue,Finance,Sarah Brown,Asia-Pacific
1719,2024-04-24,10298.14,14161.2,-3863.06,Sales Revenue,Marketing,Jane Smith,North America
1720,2024-02-15,24128.42,10314.27,13814.15,Marketing Expenses,Marketing,Sarah Brown,Asia-Pacific
1721,2020-09-02,9153.54,8185.84,967.7,Sales Revenue,Finance,Jane Smith,South America
1722,2020-07-26,14135.71,9188.15,4947.56,Sales Revenue,Sales,Jane Smith,South America
1723,2022-09-05,9956.3,5499.26,4457.04,Operating Expenses,Finance,Sarah Brown,South America
1724,2022-07-28,22200.39,2679.94,19520.45,Marketing Expenses,Sales,John Doe,North America
1725,2020-10-27,6356.26,6510.9,-154.64,Operating Expenses,Sales,Jane Smith,South America
1726,2023-05-29,16392.73,14763.79,1628.94,Marketing Expenses,Sales,John Doe,Europe
1727,2022-05-10,22510.65,4456.65,18054.0,Marketing Expenses,Finance,Jane Smith,Asia-Pacific
1728,2022-10-09,16464.0,14065.32,2398.68,Operating Expenses,Finance,Jane Smith,South America
1729,2024-06-29,18691.26,10356.42,8334.84,Sales Revenue,Sales,Sarah Brown,South America
1730,2022-05-12,29769.06,10304.43,19464.63,Sales Revenue,Finance,John Doe,Asia-Pacific
1731,2024-04-29,20852.13,3485.88,17366.25,Sales Revenue,Marketing,John Doe,Europe
1732,2019-03-10,20047.82,13826.41,6221.41,Sales Revenue,Marketing,John Doe,Asia-Pacific
1733,2023-02-17,11298.2,14844.47,-3546.27,Operating Expenses,Sales,Jane Smith,Europe
1734,2022-09-18,27181.21,9879.03,17302.18,Marketing Expenses,Marketing,Sarah Brown,South America
1735,2020-03-24,15803.97,10474.18,5329.79,Sales Revenue,Finance,David Green,Europe
1736,2023-09-03,7663.69,7024.55,639.14,Sales Revenue,Sales,Jane Smith,Asia-Pacific
1737,2022-06-14,1803.3,4904.6,-3101.3,Sales Revenue,Finance,David Green,South America
1738,2019-04-20,6020.88,17092.93,-11072.05,Sales Revenue,Finance,Sarah Brown,South America
1739,2024-04-27,20895.8,12925.79,7970.01,Operating Expenses,Marketing,Sarah Brown,Asia-Pacific
1740,2021-12-23,8138.44,5190.26,2948.18,Sales Revenue,Operations,David Green,North America
1741,2021-07-21,13948.82,4234.72,9714.1,Operating Expenses,Finance,Jane Smith,South America
1742,2019-07-30,28355.29,15346.04,13009.25,Sales Revenue,Sales,Jane Smith,Europe
1743,2024-05-21,1997.93,5032.16,-3034.23,Sales Revenue,Finance,John Doe,Europe
1744,2020-11-29,19811.18,14085.06,5726.12,Sales Revenue,Marketing,David Green,North America
1745,2023-04-07,19889.45,2201.79,17687.66,Marketing Expenses,Sales,David Green,North America
1746,2020-08-28,27386.06,6918.54,20467.52,Sales Revenue,Finance,David Green,Europe
1747,2021-09-19,10806.57,9931.84,874.73,Sales Revenue,Finance,Sarah Brown,North America
1748,2019-05-10,3236.74,5202.92,-1966.18,Marketing Expenses,Marketing,David Green,Asia-Pacific
1749,2020-03-26,8774.87,14859.42,-6084.55,Marketing Expenses,Marketing,David Green,South America
1750,2021-02-20,26502.07,18068.38,8433.69,Sales Revenue,Operations,David Green,Europe
1751,2019-03-19,11595.7,11581.38,14.32,Operating Expenses,Marketing,Jane Smith,Asia-Pacific
1752,2023-12-12,29393.79,9957.05,19436.74,Sales Revenue,Sales,Sarah Brown,Europe
1753,2022-07-08,15256.21,2859.61,12396.6,Sales Revenue,Sales,David Green,South America
1754,2023-09-12,21290.66,13426.23,7864.43,Marketing Expenses,Finance,John Doe,Asia-Pacific
1755,2020-09-12,27116.16,11411.74,15704.42,Sales Revenue,Sales,Jane Smith,North America
1756,2023-08-19,14539.86,13925.72,614.14,Sales Revenue,Sales,Jane Smith,North America
1757,2021-04-15,17913.19,13880.73,4032.46,Marketing Expenses,Operations,John Doe,North America
1758,2023-08-08,2640.62,3850.28,-1209.66,Sales Revenue,Sales,Sarah Brown,Europe
1759,2024-08-17,5966.26,14426.24,-8459.98,Sales Revenue,Marketing,Jane Smith,Europe
1760,2024-04-15,29003.74,9991.76,19011.98,Sales Revenue,Marketing,Jane Smith,Asia-Pacific
1761,2019-09-13,16820.63,12767.7,4052.93,Sales Revenue,Finance,John Doe,Asia-Pacific
1762,2020-07-19,21374.08,2875.96,18498.12,Marketing Expenses,Finance,John Doe,South America
1763,2021-04-29,1192.57,8793.12,-7600.55,Sales Revenue,Finance,Sarah Brown,Europe
1764,2022-08-24,27668.1,5631.28,22036.82,Sales Revenue,Sales,David Green,South America
1765,2024-05-13,9147.83,6494.6,2653.23,Operating Expenses,Marketing,Sarah Brown,North America
1766,2023-03-24,14697.99,18357.61,-3659.62,Marketing Expenses,Finance,John Doe,North America
1767,2022-07-09,22331.72,5599.74,16731.98,Sales Revenue,Operations,John Doe,Asia-Pacific
1768,2020-12-10,551.17,2288.69,-1737.52,Operating Expenses,Sales,Sarah Brown,South America
1769,2024-02-26,20529.34,2503.0,18026.34,Operating Expenses,Finance,Jane Smith,Asia-Pacific
1770,2022-11-03,10661.34,2262.08,8399.26,Marketing Expenses,Finance,John Doe,Europe
1771,2022-12-22,9069.79,16769.48,-7699.69,Sales Revenue,Sales,Jane Smith,Europe
1772,2021-12-18,29879.83,14239.27,15640.56,Sales Revenue,Marketing,John Doe,South America
1773,2024-06-06,29357.63,3137.09,26220.54,Marketing Expenses,Marketing,Sarah Brown,Asia-Pacific
1774,2021-02-26,8276.35,19257.41,-10981.06,Operating Expenses,Operations,Jane Smith,Europe
